call_id,complaint_id,client_id,phonefinal,vruline,priority,type,outcome,server,date_received,ser_start,ser_exit
50155,,,888-040-0986,AA0109,2,NE,AGENT,BENSION,6/1/2016,14:38:55,14:58:51
50156,,,781-304-7654,AA0210,0,PS,AGENT,SHLOMO,12/8/2013,11:33:39,11:42:00
50157,,,503-955-6293,AA0206,0,PS,AGENT,TOVA,8/28/2013,13:21:39,13:21:41
50158,,,818-866-7881,AA0215,0,PS,AGENT,MORIAH,11/22/2014,14:43:56,15:01:35
50159,,,623-026-1533,AA0109,0,PS,AGENT,NO_SERVER,5/17/2017,15:32:47,15:41:36
50160,,,994-103-3583,AA0215,0,PS,AGENT,KAZAV,4/4/2014,15:00:22,15:13:46
50161,,,262-716-4859,AA0110,0,PS,AGENT,ANAT,9/3/2017,15:14:39,15:23:21
50162,,,585-554-2122,AA0113,0,NW,AGENT,MICHAL,12/10/2018,11:13:42,11:33:27
50163,,,756-993-7612,AA0115,1,PS,AGENT,ANAT,8/5/2019,10:33:00,10:44:50
50164,,,272-643-7389,AA0213,0,PS,AGENT,MIKI,11/1/2018,14:40:42,14:52:34
50165,,,713-993-1632,AA0105,0,NW,AGENT,MICHAL,10/19/2017,14:08:40,14:10:39
50166,,,929-202-3635,AA0106,0,PS,AGENT,BENSION,7/14/2013,11:47:44,12:05:59
50167,,,212-586-6828,AA0203,0,PS,AGENT,AVNI,11/25/2016,10:43:38,10:50:50
50168,,,978-401-2642,AA0213,1,PS,AGENT,STEREN,7/11/2017,13:00:34,13:09:12
50169,,,417-025-7705,AA0102,0,NW,AGENT,IDIT,9/14/2014,11:03:34,11:21:45
50170,,,900-149-9625,AA0215,0,PS,AGENT,KAZAV,11/18/2015,15:57:27,16:18:14
50171,,,212-295-9205,AA0102,0,PE,AGENT,GILI,1/18/2018,14:48:16,14:53:12
50172,,,168-155-6347,AA0115,0,PS,AGENT,TOVA,3/6/2013,13:51:32,14:04:49
50173,,,143-003-4091,AA0205,0,PS,AGENT,AVIDAN,4/16/2018,13:41:05,13:41:37
50174,,,558-728-5095,AA0202,1,PS,AGENT,IDIT,12/10/2016,9:10:21,9:21:26
50175,,,836-564-5183,AA0109,0,PS,AGENT,YIFAT,8/28/2014,13:55:49,14:04:20
,,,876-961-6357,,,,,,10/17/2014,12:21:18,12:40:34
,,,212-395-0636,,,,,,7/13/2016,10:21:34,10:24:49
,,,992-428-3802,,,,,,9/18/2014,12:44:46,12:57:33
,,,508-739-1975,,,,,,12/17/2018,15:09:49,15:13:06
,,,212-384-9161,,,,,,4/16/2019,12:16:15,12:34:09
,,,582-923-4671,,,,,,8/7/2016,15:37:10,15:52:21
,,,159-507-8898,,,,,,10/22/2013,10:46:41,10:53:07
,,,212-124-6795,,,,,,8/5/2014,9:27:10,9:38:27
,,,477-212-1352,,,,,,5/10/2016,13:59:34,14:09:09
,,,508-668-2652,,,,,,1/22/2013,13:02:19,13:06:28
,,,183-280-2128,,,,,,7/19/2016,11:44:57,12:05:54
,,,872-598-9396,,,,,,12/8/2014,15:40:26,15:56:06
,,,784-237-2376,,,,,,2/12/2019,10:54:18,11:13:47
,,,607-834-5523,,,,,,1/4/2015,13:39:23,13:51:51
,,,999-572-7626,,,,,,11/1/2013,13:01:59,13:13:26
,,,561-112-8760,,,,,,11/28/2019,11:37:50,11:54:02
,,,466-429-3051,,,,,,5/12/2018,13:15:49,13:23:43
,,,284-588-4005,,,,,,9/28/2016,11:24:04,11:32:16
,,,212-058-8462,,,,,,1/10/2019,10:47:23,10:51:05
,,,982-075-6244,,,,,,12/20/2014,9:21:38,9:39:47
,,,910-018-0049,,,,,,3/12/2016,12:50:12,13:09:18
,,,320-221-8745,,,,,,3/21/2019,11:30:59,11:38:09
,,,631-071-0243,,,,,,8/21/2017,10:08:14,10:12:09
,,,872-598-9396,,,,,,8/14/2018,10:06:29,10:13:06
,,,212-266-3674,,,,,,3/24/2016,11:17:43,11:31:34
,,,212-854-0474,,,,,,9/1/2017,12:31:15,12:37:41
,,,594-267-8218,,,,,,4/13/2015,15:29:39,15:32:25
,,,420-770-2424,,,,,,3/18/2019,15:46:31,15:57:48
,,,508-905-5630,,,,,,3/19/2017,12:13:42,12:14:29
,,,257-894-6219,,,,,,2/24/2018,11:14:03,11:15:09
,,,508-261-0624,,,,,,6/16/2018,15:11:16,15:25:00
,,,926-463-8270,,,,,,3/7/2015,11:16:49,11:35:38
,,,888-040-0986,,,,,,7/16/2013,12:12:57,12:27:04
,,,734-115-6049,,,,,,9/1/2019,11:10:11,11:26:07
,,,625-381-4143,,,,,,11/14/2019,15:00:56,15:01:19
,,,738-048-2435,,,,,,10/11/2015,14:52:10,14:53:11
,,,212-950-7920,,,,,,2/20/2018,13:28:49,13:41:40
,,,212-211-9651,,,,,,5/26/2016,13:04:46,13:16:10
,,,261-544-9425,,,,,,1/12/2019,10:14:28,10:15:01
,,,411-620-3904,,,,,,12/11/2019,14:18:24,14:28:12
,,,978-468-9023,,,,,,10/19/2019,11:41:19,11:56:30
,,,719-748-5017,,,,,,9/25/2016,13:25:07,13:42:22
,,,585-334-7286,,,,,,8/26/2013,9:14:43,9:25:10
,,,617-950-8315,,,,,,1/6/2017,12:06:35,12:24:09
,,,399-167-3277,,,,,,1/26/2018,14:25:17,14:26:45
,,,315-659-2204,,,,,,8/3/2017,15:39:59,15:51:54
,,,212-124-9498,,,,,,9/9/2019,15:34:43,15:38:56
,,,652-018-1720,,,,,,4/21/2015,10:46:28,10:51:37
,,,511-244-0212,,,,,,7/16/2013,12:58:50,13:04:13
,,,315-197-0279,,,,,,1/12/2018,15:41:31,15:41:59
,,,331-438-2564,,,,,,1/11/2016,11:28:57,11:46:21
,,,253-511-4078,,,,,,10/6/2019,14:29:52,14:47:52
,,,617-048-2829,,,,,,4/23/2017,9:03:49,9:23:34
,,,888-195-2257,,,,,,1/18/2015,15:37:33,15:38:45
,,,613-872-9891,,,,,,8/15/2014,15:01:54,15:20:11
,,,617-733-3661,,,,,,3/15/2018,10:58:02,11:15:14
,,,183-315-3173,,,,,,4/15/2014,14:21:43,14:26:21
,,,446-533-3130,,,,,,9/16/2019,12:56:11,13:02:58
,,,617-373-1979,,,,,,8/10/2019,11:38:35,11:43:10
,,,946-810-9280,,,,,,3/16/2013,11:15:41,11:18:34
,,,347-612-8297,,,,,,7/11/2016,14:39:58,14:41:11
,,,718-909-8828,,,,,,7/3/2017,14:22:18,14:23:31
,,,631-022-6987,,,,,,4/9/2015,9:45:41,10:06:20
,,,197-151-8243,,,,,,10/21/2019,14:56:41,15:12:24
,,,212-795-3118,,,,,,1/8/2017,13:50:00,14:00:42
,,,212-221-5503,,,,,,8/28/2018,11:45:47,11:59:42
,,,212-801-3177,,,,,,5/15/2018,10:18:01,10:27:49
,,,386-343-2859,,,,,,1/27/2018,10:33:13,10:38:23
,,,212-737-2197,,,,,,4/10/2015,12:57:51,13:10:23
,,,213-685-1728,,,,,,1/12/2017,14:26:04,14:40:04
,,,584-081-3628,,,,,,12/8/2013,9:54:32,9:59:02
,,,802-338-2938,,,,,,10/21/2013,11:48:58,11:58:49
,,,736-787-3723,,,,,,1/3/2017,12:47:14,12:51:38
,,,781-083-7700,,,,,,10/1/2013,10:43:52,10:48:32
,,,212-311-9465,,,,,,5/1/2017,15:53:33,15:59:46
,,,652-579-7627,,,,,,8/7/2017,13:59:20,14:01:11
,,,161-776-5723,,,,,,3/13/2013,12:59:06,13:11:09
,,,508-049-0061,,,,,,5/1/2018,11:55:04,12:08:21
,,,974-379-8332,,,,,,4/13/2014,11:38:01,11:42:51
,,,205-392-8416,,,,,,11/25/2014,12:21:01,12:29:22
,,,459-262-9261,,,,,,2/25/2013,15:48:48,15:57:20
,,,434-873-0956,,,,,,4/14/2019,12:38:18,12:44:15
,,,133-833-5697,,,,,,9/6/2018,12:24:20,12:39:23
,,,717-851-1908,,,,,,1/26/2014,10:03:06,10:15:34
,,,683-374-3797,,,,,,10/27/2019,9:34:48,9:52:01
,,,328-760-7956,,,,,,7/7/2017,13:23:59,13:39:33
,,,312-080-0390,,,,,,10/28/2019,13:55:42,14:13:41
,,,508-866-7163,,,,,,6/2/2019,9:32:18,9:36:33
,,,212-908-9336,,,,,,12/9/2013,13:28:22,13:42:50
,,,212-768-3248,,,,,,6/7/2017,10:14:12,10:17:09
,,,212-946-7532,,,,,,10/1/2018,10:24:57,10:33:29
,,,388-129-0151,,,,,,5/25/2013,9:57:37,10:05:29
,,,566-758-9962,,,,,,8/9/2017,12:13:58,12:32:34
,,,532-949-4433,,,,,,4/6/2017,13:24:26,13:34:04
,,,617-202-1150,,,,,,6/23/2016,14:23:18,14:25:19
,,,372-198-6139,,,,,,3/11/2014,13:05:57,13:26:55
,,,781-887-1135,,,,,,3/26/2019,10:21:52,10:33:56
,,,684-009-0681,,,,,,9/28/2016,15:52:29,16:08:29
,,,574-080-6146,,,,,,12/1/2014,11:37:27,11:53:34
,,,555-288-5142,,,,,,8/6/2019,13:09:20,13:26:03
,,,290-606-3833,,,,,,3/20/2015,12:04:05,12:24:23
,,,561-527-6729,,,,,,3/26/2017,15:59:06,16:13:56
,,,716-629-1061,,,,,,4/24/2016,10:07:30,10:19:55
,,,212-750-4999,,,,,,6/1/2015,11:01:32,11:04:46
,,,207-465-2754,,,,,,2/6/2017,11:30:28,11:35:51
,,,868-842-8490,,,,,,5/18/2019,10:41:54,10:52:47
,,,890-476-3140,,,,,,4/28/2019,12:39:13,12:58:08
,,,627-774-7199,,,,,,5/7/2013,12:36:04,12:54:09
,,,617-497-6254,,,,,,8/16/2017,14:03:39,14:09:19
,,,781-908-1105,,,,,,9/7/2013,12:54:52,13:03:28
,,,716-670-1547,,,,,,11/18/2015,10:24:06,10:32:13
,,,252-408-8007,,,,,,1/13/2017,9:12:20,9:20:17
,,,245-884-7140,,,,,,3/24/2015,9:27:36,9:28:25
,,,212-526-8214,,,,,,2/11/2013,11:05:35,11:13:21
,,,369-179-6952,,,,,,1/12/2018,13:40:24,13:51:29
,,,716-197-5748,,,,,,5/5/2017,9:12:01,9:30:36
,,,212-881-0807,,,,,,3/19/2017,10:06:07,10:11:05
,,,235-820-8022,,,,,,1/6/2017,14:27:42,14:37:38
,,,237-166-0839,,,,,,11/14/2013,14:19:50,14:33:18
,,,962-197-6691,,,,,,1/2/2019,15:27:10,15:39:41
,,,591-394-4474,,,,,,2/27/2015,9:06:38,9:14:48
,,,508-414-8874,,,,,,8/11/2013,9:37:01,9:46:02
,,,831-722-2888,,,,,,1/17/2019,15:08:50,15:26:33
,,,742-360-1267,,,,,,1/23/2017,14:28:28,14:44:14
,,,781-894-1475,,,,,,10/15/2017,14:08:19,14:17:14
,,,342-649-5451,,,,,,12/28/2017,13:58:56,14:18:10
,,,212-095-4630,,,,,,7/7/2017,11:00:06,11:03:37
,,,963-518-7612,,,,,,12/24/2019,14:05:31,14:06:09
,,,924-584-8267,,,,,,9/26/2019,11:59:43,12:01:15
,,,631-071-0243,,,,,,9/24/2016,11:22:52,11:31:37
,,,948-280-0704,,,,,,6/11/2013,12:02:25,12:17:54
,,,518-195-9788,,,,,,7/17/2015,10:16:14,10:31:13
,,,617-395-4007,,,,,,2/20/2016,9:29:04,9:36:23
,,,567-122-8082,,,,,,1/25/2017,15:57:26,16:08:09
,,,453-754-4645,,,,,,4/24/2015,10:43:59,10:46:44
,,,491-116-4127,,,,,,8/13/2015,13:27:29,13:38:18
,,,305-963-7179,,,,,,12/3/2016,10:13:21,10:31:56
,,,833-697-0388,,,,,,1/23/2016,10:20:52,10:26:57
,,,941-908-7283,,,,,,1/5/2019,12:56:28,13:07:05
,,,293-960-1270,,,,,,9/9/2019,14:04:12,14:19:50
,,,720-814-4783,,,,,,5/4/2019,10:39:08,10:50:10
,,,212-908-9336,,,,,,12/7/2017,15:18:03,15:37:31
,,,323-740-5504,,,,,,3/10/2019,12:59:10,13:11:47
,,,391-304-3315,,,,,,3/23/2013,15:49:06,16:07:54
,,,978-900-2898,,,,,,4/17/2013,9:00:56,9:21:36
,,,508-827-1350,,,,,,2/6/2013,11:32:50,11:38:15
,,,212-513-0974,,,,,,1/20/2016,13:44:53,13:52:04
,,,503-955-6293,,,,,,11/16/2017,12:47:14,13:02:32
,,,555-496-7059,,,,,,5/27/2014,11:13:56,11:14:48
,,,179-611-5968,,,,,,6/13/2017,13:50:00,14:08:46
,,,954-381-4123,,,,,,2/14/2013,13:18:18,13:25:25
,,,413-488-6603,,,,,,9/5/2014,13:22:32,13:32:05
,,,184-120-2278,,,,,,11/20/2013,10:38:45,10:53:07
,,,537-694-0855,,,,,,6/13/2019,15:47:17,15:49:01
,,,367-171-6840,,,,,,9/17/2019,14:15:26,14:27:10
,,,814-833-9414,,,,,,9/10/2015,11:58:25,12:13:22
,,,236-176-7658,,,,,,6/12/2019,11:46:31,12:07:07
,,,726-281-9507,,,,,,2/16/2015,11:23:44,11:34:58
,,,522-617-9305,,,,,,12/5/2016,12:43:56,13:00:24
,,,946-090-8622,,,,,,5/18/2019,10:24:44,10:35:28
,,,413-099-1143,,,,,,1/3/2019,15:39:06,15:44:17
,,,573-660-9658,,,,,,6/12/2013,13:28:24,13:43:07
,,,212-418-1613,,,,,,7/12/2019,15:33:02,15:41:13
,,,171-039-9206,,,,,,1/19/2015,13:13:50,13:31:51
,,,212-494-4736,,,,,,3/27/2014,11:22:21,11:40:24
,,,602-429-6583,,,,,,6/2/2016,11:17:29,11:26:48
,,,312-484-5399,,,,,,9/6/2013,14:27:19,14:27:29
,,,232-200-4156,,,,,,7/23/2017,15:42:59,15:50:44
,,,212-650-7793,,,,,,12/7/2014,14:29:50,14:30:08
,,,188-539-8206,,,,,,5/5/2013,12:10:02,12:18:49
,,,508-458-9071,,,,,,6/6/2014,11:50:14,11:59:23
,,,250-190-4920,,,,,,11/1/2015,15:13:01,15:14:53
,,,978-498-0563,,,,,,10/15/2017,15:36:17,15:54:11
,,,249-709-3187,,,,,,9/23/2014,15:25:03,15:45:49
,,,157-007-4331,,,,,,4/17/2018,12:51:35,13:10:00
,,,212-522-4361,,,,,,7/15/2018,15:13:14,15:25:40
,,,566-528-0980,,,,,,11/26/2019,9:40:53,9:47:23
,,,818-120-9985,,,,,,4/13/2014,12:08:34,12:26:03
,,,617-626-7560,,,,,,3/15/2017,13:11:20,13:19:28
,,,735-807-0645,,,,,,2/1/2019,15:27:31,15:41:45
,,,617-335-0196,,,,,,10/13/2013,9:22:11,9:37:24
,,,212-946-7532,,,,,,2/21/2019,14:25:47,14:31:54
,,,596-272-3695,,,,,,7/9/2014,13:58:45,14:07:03
,,,379-721-8570,,,,,,12/18/2013,14:16:42,14:17:30
,,,617-046-8020,,,,,,2/11/2017,15:00:05,15:10:30
,,,547-229-6091,,,,,,12/9/2019,12:57:59,13:17:08
,,,436-341-7372,,,,,,7/13/2019,11:03:29,11:04:04
,,,212-115-1485,,,,,,2/24/2014,15:53:06,16:08:18
,,,621-750-0575,,,,,,10/3/2019,13:17:28,13:35:59
,,,617-310-7209,,,,,,5/12/2016,14:33:50,14:36:59
,,,212-628-5234,,,,,,3/12/2017,9:01:25,9:06:03
,,,538-541-5917,,,,,,8/26/2016,15:18:17,15:31:00
,,,787-663-3924,,,,,,12/13/2017,9:34:12,9:39:43
,,,212-334-9297,,,,,,7/5/2014,15:17:26,15:23:17
,,,978-564-1811,,,,,,4/3/2019,13:39:40,13:58:00
,,,737-919-0426,,,,,,7/5/2015,9:25:30,9:39:08
,,,897-113-4788,,,,,,9/13/2013,9:43:35,9:53:04
,,,648-402-6162,,,,,,1/5/2014,11:45:42,11:47:03
,,,184-993-4658,,,,,,9/16/2019,14:51:10,15:02:37
,,,617-410-5168,,,,,,3/28/2017,11:07:44,11:16:49
,,,303-437-3114,,,,,,1/22/2018,13:21:02,13:24:37
,,,576-725-9278,,,,,,12/16/2018,13:55:36,14:13:43
,,,912-949-4599,,,,,,4/21/2016,15:54:21,16:07:34
,,,934-073-1051,,,,,,1/13/2017,9:51:13,9:56:27
,,,508-702-7043,,,,,,4/27/2015,11:46:50,11:47:36
,,,716-212-2426,,,,,,11/6/2019,10:36:18,10:46:58
,,,453-812-9200,,,,,,7/25/2015,9:27:02,9:33:34
,,,127-670-7548,,,,,,7/14/2015,9:55:24,10:10:36
,,,585-748-5191,,,,,,7/26/2017,12:04:45,12:17:07
,,,529-204-4055,,,,,,8/16/2016,14:14:44,14:30:38
,,,634-033-0756,,,,,,9/28/2015,15:06:19,15:14:28
,,,212-696-9766,,,,,,3/22/2013,12:24:46,12:32:12
,,,869-512-9919,,,,,,5/10/2017,15:24:27,15:43:28
,,,456-883-5598,,,,,,4/6/2017,10:41:11,10:42:59
,,,865-672-4502,,,,,,10/25/2019,14:23:04,14:31:56
,,,151-268-0244,,,,,,12/17/2018,12:34:52,12:50:58
,,,302-865-0282,,,,,,5/27/2017,13:45:20,13:50:27
,,,628-369-7277,,,,,,1/13/2016,13:36:11,13:55:27
,,,249-824-9751,,,,,,3/18/2014,10:08:41,10:23:56
,,,489-462-9555,,,,,,1/25/2016,14:44:58,14:57:28
,,,475-466-9574,,,,,,9/19/2015,13:41:15,13:55:06
,,,252-408-8007,,,,,,9/6/2017,15:27:16,15:39:29
,,,617-320-8986,,,,,,11/21/2016,11:25:58,11:30:48
,,,131-785-0823,,,,,,10/26/2015,9:43:04,9:57:35
,,,199-851-3200,,,,,,9/25/2014,13:06:46,13:19:15
,,,826-900-9296,,,,,,11/2/2014,9:59:53,10:05:01
,,,390-480-1393,,,,,,6/7/2014,11:44:16,11:56:43
,,,279-364-7357,,,,,,10/4/2015,10:47:19,10:50:19
,,,163-286-4771,,,,,,3/2/2014,11:52:24,11:57:37
,,,983-880-2511,,,,,,9/3/2017,10:17:02,10:20:04
,,,594-697-4809,,,,,,2/5/2013,15:56:12,16:07:51
,,,212-206-6834,,,,,,7/2/2013,12:15:00,12:31:05
,,,469-757-2819,,,,,,1/21/2016,14:13:17,14:29:20
,,,978-431-8789,,,,,,5/20/2014,9:44:43,10:00:43
,,,106-614-0486,,,,,,7/27/2015,14:09:12,14:13:30
,,,819-303-4850,,,,,,4/12/2016,9:21:05,9:22:31
,,,323-810-2880,,,,,,12/21/2018,12:22:29,12:29:17
,,,135-593-8762,,,,,,4/27/2019,9:20:19,9:26:49
,,,508-196-0779,,,,,,4/14/2015,14:26:52,14:27:45
,,,858-869-3861,,,,,,10/13/2016,11:47:39,12:07:18
,,,978-700-6301,,,,,,5/10/2014,11:57:10,12:11:24
,,,674-556-2674,,,,,,9/25/2018,13:06:55,13:21:04
,,,978-527-8432,,,,,,4/3/2019,14:30:40,14:34:46
,,,379-721-8570,,,,,,12/22/2019,15:46:06,15:58:17
,,,913-199-7688,,,,,,4/20/2015,11:39:32,11:40:05
,,,260-221-5999,,,,,,6/26/2017,9:28:40,9:32:22
,,,463-576-8017,,,,,,6/25/2017,9:59:13,10:10:21
,,,681-721-2565,,,,,,9/7/2013,14:23:37,14:37:47
,,,805-823-7338,,,,,,4/11/2017,10:06:47,10:22:07
,,,806-209-7851,,,,,,1/13/2016,9:02:18,9:12:18
,,,212-626-4188,,,,,,8/15/2017,14:02:09,14:22:58
,,,758-691-3482,,,,,,4/4/2014,15:00:31,15:17:35
,,,914-637-0231,,,,,,2/22/2014,10:00:45,10:12:21
,,,684-891-2003,,,,,,8/23/2017,12:19:32,12:26:19
,,,978-431-8789,,,,,,12/24/2013,11:56:36,12:00:52
,,,351-613-4548,,,,,,12/4/2015,13:37:08,13:52:09
,,,463-401-4272,,,,,,5/10/2017,14:59:07,15:07:18
,,,840-168-6970,,,,,,7/7/2016,15:24:39,15:35:11
,,,561-204-2011,,,,,,2/10/2019,10:32:28,10:37:05
,,,957-958-7017,,,,,,5/25/2015,14:04:04,14:22:14
,,,212-205-6530,,,,,,6/16/2017,9:11:45,9:16:12
,,,915-818-1976,,,,,,9/24/2018,12:00:56,12:02:02
,,,959-339-4547,,,,,,11/4/2015,15:52:26,15:57:14
,,,652-018-1720,,,,,,9/5/2017,10:00:58,10:16:21
,,,905-907-3508,,,,,,10/26/2015,9:41:49,9:47:17
,,,458-933-8684,,,,,,12/9/2014,12:06:41,12:25:55
,,,121-983-2107,,,,,,10/6/2018,13:40:49,13:47:02
,,,694-424-8121,,,,,,12/28/2017,14:35:01,14:41:34
,,,212-751-9624,,,,,,9/2/2017,11:45:50,12:00:51
,,,881-803-5306,,,,,,9/15/2016,10:37:38,10:39:57
,,,461-185-8491,,,,,,2/16/2015,15:16:03,15:36:52
,,,184-276-9486,,,,,,1/19/2017,10:15:32,10:18:21
,,,668-881-6315,,,,,,4/24/2016,11:22:05,11:41:07
,,,985-272-1093,,,,,,8/10/2014,13:26:23,13:29:08
,,,617-219-3245,,,,,,8/8/2017,12:23:08,12:38:28
,,,508-739-1975,,,,,,1/2/2018,14:18:28,14:30:36
,,,555-496-7059,,,,,,9/7/2013,14:58:09,15:17:23
,,,508-026-7532,,,,,,7/2/2013,12:09:38,12:25:28
,,,781-976-7503,,,,,,9/11/2014,14:38:15,14:46:52
,,,803-222-1075,,,,,,12/6/2013,11:44:59,11:53:18
,,,920-066-4881,,,,,,11/2/2016,11:49:40,12:10:08
,,,384-877-3046,,,,,,5/9/2016,10:01:00,10:09:53
,,,985-513-9077,,,,,,3/5/2015,11:13:54,11:20:53
,,,212-060-2173,,,,,,12/14/2018,13:13:59,13:26:19
,,,861-154-7975,,,,,,1/16/2019,14:58:30,15:11:06
,,,903-457-1706,,,,,,3/3/2019,12:48:15,12:59:47
,,,978-786-5016,,,,,,8/22/2018,10:34:05,10:49:34
,,,485-505-9594,,,,,,6/15/2016,10:42:43,10:48:04
,,,234-808-8240,,,,,,1/1/2013,14:49:15,14:55:36
,,,259-090-1827,,,,,,11/1/2016,15:45:43,15:56:10
,,,653-773-3729,,,,,,4/5/2018,13:51:00,14:08:50
,,,214-352-9726,,,,,,3/17/2015,11:35:20,11:45:02
,,,109-943-9230,,,,,,7/28/2019,14:00:11,14:17:25
,,,262-321-1954,,,,,,4/2/2017,9:33:40,9:34:47
,,,734-658-7098,,,,,,1/1/2016,9:02:42,9:14:38
,,,655-104-1841,,,,,,12/12/2016,14:26:22,14:42:51
,,,304-707-9332,,,,,,5/5/2017,14:51:42,15:11:34
,,,617-595-3809,,,,,,5/24/2013,9:43:43,9:44:38
,,,315-592-0066,,,,,,6/4/2014,15:15:51,15:17:40
,,,488-733-1885,,,,,,2/18/2018,11:24:24,11:33:32
,,,978-559-7245,,,,,,3/20/2016,10:00:45,10:01:07
,,,549-850-1965,,,,,,8/13/2016,10:14:58,10:29:42
,,,843-587-8696,,,,,,8/26/2019,9:47:25,9:59:33
,,,786-139-8177,,,,,,11/3/2016,10:32:50,10:46:20
,,,833-893-0290,,,,,,9/8/2019,13:15:56,13:22:03
,,,247-742-4550,,,,,,12/12/2016,15:15:19,15:22:31
,,,759-824-1019,,,,,,2/15/2019,13:10:03,13:21:10
,,,575-753-0135,,,,,,2/11/2015,15:04:04,15:23:26
,,,717-870-0529,,,,,,7/18/2013,13:15:43,13:24:10
,,,278-228-5091,,,,,,7/8/2013,11:08:22,11:20:24
,,,196-152-3443,,,,,,8/10/2013,14:33:06,14:39:00
,,,315-552-3901,,,,,,3/4/2013,15:07:11,15:26:22
,,,941-990-9556,,,,,,5/15/2017,12:27:10,12:37:34
,,,982-012-2776,,,,,,8/28/2013,9:59:52,10:19:34
,,,617-626-7560,,,,,,6/13/2018,15:00:57,15:01:54
,,,198-560-3859,,,,,,4/26/2019,10:39:42,10:49:02
,,,623-878-0033,,,,,,7/9/2019,11:03:24,11:23:24
,,,781-086-3013,,,,,,2/8/2016,12:09:00,12:24:22
,,,323-810-2880,,,,,,7/1/2018,11:28:41,11:42:38
,,,460-130-0291,,,,,,5/1/2016,13:51:52,13:56:05
,,,965-295-2309,,,,,,5/1/2015,14:31:05,14:38:26
,,,413-296-3795,,,,,,2/16/2014,12:39:03,12:46:28
,,,954-839-4580,,,,,,4/12/2015,12:30:28,12:49:30
,,,212-251-5996,,,,,,4/10/2015,9:46:55,9:54:32
,,,781-650-1437,,,,,,9/4/2013,10:53:09,11:01:25
,,,913-928-9336,,,,,,11/21/2018,15:55:29,16:08:13
,,,212-418-1459,,,,,,7/6/2017,15:11:10,15:20:47
,,,212-621-0332,,,,,,5/26/2014,12:10:15,12:13:13
,,,580-366-4184,,,,,,5/27/2015,14:30:13,14:39:55
,,,494-412-9762,,,,,,9/3/2018,9:22:02,9:35:26
,,,716-342-2867,,,,,,3/7/2013,11:38:32,11:52:22
,,,509-489-8325,,,,,,11/11/2019,14:43:31,14:46:15
,,,552-130-8538,,,,,,12/21/2015,11:16:37,11:33:23
,,,300-424-8103,,,,,,5/27/2014,14:07:08,14:09:44
,,,915-123-3782,,,,,,6/14/2017,12:15:36,12:21:36
,,,781-995-6192,,,,,,1/18/2017,14:46:31,14:48:36
,,,708-719-8768,,,,,,3/6/2015,9:53:53,10:06:16
,,,508-272-9566,,,,,,12/3/2016,11:02:37,11:09:35
,,,212-821-1589,,,,,,12/11/2018,14:34:20,14:39:47
,,,486-029-8220,,,,,,1/25/2015,11:38:12,11:56:47
,,,748-186-0003,,,,,,2/26/2016,10:58:41,11:02:09
,,,617-902-5032,,,,,,9/17/2017,12:12:31,12:31:18
,,,681-981-1762,,,,,,8/21/2013,9:32:55,9:42:25
,,,212-428-8035,,,,,,9/3/2014,14:55:25,14:56:28
,,,719-065-4135,,,,,,6/10/2014,15:41:09,15:45:56
,,,798-103-7589,,,,,,7/18/2015,15:20:14,15:29:57
,,,315-552-3901,,,,,,11/7/2014,9:20:24,9:20:56
,,,413-200-5999,,,,,,4/2/2016,10:57:13,11:00:43
,,,218-333-5509,,,,,,12/21/2017,10:02:53,10:18:18
,,,212-794-4478,,,,,,11/1/2015,10:32:07,10:48:11
,,,246-984-2558,,,,,,6/24/2013,10:56:20,11:16:10
,,,663-446-8838,,,,,,6/17/2018,14:05:41,14:08:33
,,,212-635-2396,,,,,,5/16/2015,10:27:46,10:34:01
,,,978-976-2752,,,,,,5/8/2015,10:12:18,10:17:54
,,,508-742-5784,,,,,,11/7/2016,9:14:32,9:34:52
,,,617-242-3776,,,,,,6/23/2017,9:09:49,9:28:13
,,,728-364-2957,,,,,,6/11/2014,12:49:50,13:02:11
,,,522-898-5739,,,,,,4/6/2017,10:57:13,11:06:38
,,,971-013-6584,,,,,,7/18/2016,11:49:35,11:49:43
,,,905-426-6674,,,,,,8/22/2015,12:31:38,12:41:10
,,,233-108-8020,,,,,,9/26/2018,9:28:22,9:28:42
,,,125-611-1277,,,,,,5/14/2017,15:15:29,15:32:42
,,,196-387-2621,,,,,,8/25/2015,11:13:23,11:18:19
,,,617-110-5471,,,,,,11/9/2015,11:02:58,11:05:03
,,,807-503-5468,,,,,,1/1/2016,13:36:47,13:57:03
,,,646-534-5825,,,,,,6/9/2019,9:13:16,9:17:48
,,,978-401-2642,,,,,,8/17/2013,9:13:51,9:34:11
,,,537-694-0855,,,,,,3/3/2015,12:50:41,13:08:43
,,,665-235-5225,,,,,,3/28/2015,14:13:11,14:24:50
,,,139-092-4948,,,,,,12/15/2013,12:18:25,12:26:05
,,,569-848-4390,,,,,,9/26/2016,10:54:14,11:08:39
,,,414-103-6433,,,,,,10/14/2019,10:59:14,11:19:03
,,,627-808-3593,,,,,,4/17/2015,11:26:45,11:38:40
,,,841-205-6089,,,,,,6/25/2015,14:22:23,14:37:29
,,,947-808-9764,,,,,,8/22/2015,15:41:12,15:56:32
,,,671-114-4889,,,,,,2/1/2015,15:09:24,15:17:42
,,,370-100-5068,,,,,,7/14/2014,10:50:31,11:08:35
,,,880-639-6482,,,,,,9/22/2013,14:15:33,14:17:36
